#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A364CE
#Date Time: 2026-05-11 13:37:54.264
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1.75 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: -4.525 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 350 mV Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 16 MHz
#Period: 62.5 ns
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-2.39509558117195e-05,4.588529599818811,0.1006162855968633
-2.39409558117195e-05,4.547570512041414,0.07098848670028579
-2.39309558117195e-05,4.512887413520226,0.1315756709607012
-2.39209558117195e-05,4.501656695903853,0.1282467047925495
-2.39109558117195e-05,4.551864609953561,0.1625350563245421
-2.39009558117195e-05,4.499344489335769,0.1365691202129349
-2.38909558117195e-05,4.53072443561684,0.1016149754473097
-2.38809558117195e-05,4.475892108430995,0.09329256002692661
-2.38709558117195e-05,4.506611424264017,0.1259164284748396
-2.38609558117195e-05,4.519163402776445,0.1232532555403158
-2.38509558117195e-05,4.581592980114574,0.1598718833900183
-2.38409558117195e-05,4.504299217695955,0.1335730506615802
-2.38309558117195e-05,4.541624838009211,0.09961759574641688
-2.38209558117195e-05,4.471267695294812,0.09695442281189309
-2.38109558117195e-05,4.493729130527578,0.1265822217084706
-2.38009558117195e-05,4.502317326351901,0.1315756709607162
-2.37909558117195e-05,4.568710686378105,0.1612034698572667
-2.37809558117195e-05,4.496371652319668,0.1329072574279647
-2.37709558117195e-05,4.542285468457234,0.1009491822136788
-2.37609558117195e-05,4.474570847534941,0.09295966341012038
-2.37509558117195e-05,4.509914576504114,0.1215887724562254
-2.37409558117195e-05,4.523457500688592,0.1149308401199289
-2.37309558117195e-05,4.552525240401582,0.1212558758394229
-2.37209558117195e-05,4.559131544881808,0.1728548514458219
-2.37109558117195e-05,4.551203979505542,0.1089387010172793
-2.37009558117195e-05,4.590511491162878,0.09861890589597044
-2.36909558117195e-05,4.550213033833504,0.07098848670028579
-2.36809558117195e-05,4.525439392032659,0.127580911558917
-2.36709558117195e-05,4.532706326960927,0.1202571859889941
-2.36609558117195e-05,4.576307936530394,0.1588731935395719
-2.36509558117195e-05,4.52576970725667,0.127580911558917
-2.36409558117195e-05,4.55714965353774,0.09728731942870855
-2.36309558117195e-05,4.495711021871665,0.08929780062514921
-2.36209558117195e-05,4.538321685769079,0.1159295299703632
-2.36109558117195e-05,4.553516186073616,0.1175940130544527
-2.36009558117195e-05,4.608678828483497,0.1522152612032623
-2.35909558117195e-05,4.532045696512901,0.126582221708456
-2.35809558117195e-05,4.567059110258063,0.09462414649419924
-2.35709558117195e-05,4.500335435007803,0.09229387017647639
-2.35609558117195e-05,4.544927990249324,0.1106031841013276
-2.35509558117195e-05,4.556158707865706,0.1219216690730539
-2.35409558117195e-05,4.610330404603529,0.1492191916519106
-2.35309558117195e-05,4.531715381288874,0.1252506352412087
-2.35209558117195e-05,4.568710686378135,0.09828600927915498
-2.35109558117195e-05,4.490095663063454,0.09029649047558352
-2.35009558117195e-05,4.509253946056112,0.1242519453907575
-2.34909558117195e-05,4.519824033224467,0.1139321502694824
-2.34809558117195e-05,4.547900827265425,0.1242519453907622
-2.34709558117195e-05,4.558140599209774,0.1728548514458219
-2.34609558117195e-05,4.550543349057534,0.1092715976340615
-2.34509558117195e-05,4.590841806386889,0.09995049236323239
-2.34409558117195e-05,4.550873664281527,0.0696569002330239
-2.34309558117195e-05,4.535679163977008,0.1265822217084706
-2.34209558117195e-05,4.532045696512903,0.1209229792226249
-2.34109558117195e-05,4.572013838618229,0.1592060901563699
-2.34009558117195e-05,4.525109076808648,0.1289124980261789
-2.33909558117195e-05,4.55450713174565,0.09762021604552401
-2.33809558117195e-05,4.49967480455978,0.08929780062513709
-2.33709558117195e-05,4.552525240401558,0.1132663570358406
-2.33609558117195e-05,4.558470914433785,0.1172611164376372
-2.33509558117195e-05,4.611321350275587,0.1508836747360004
-2.33409558117195e-05,4.544267359801301,0.1245848420075777
-2.33309558117195e-05,4.57862014309844,0.09129518032602814
-2.33209558117195e-05,4.505950793815995,0.08730042092424423
-2.33109558117195e-05,4.516851196208366,0.120590082605792
-2.33009558117195e-05,4.513878359192265,0.1315756709607027
-2.32909558117195e-05,4.575647306082339,0.1565429172218528
-2.32809558117195e-05,4.504959848143961,0.1329072574279647
-2.32709558117195e-05,4.547570512041414,0.09995049236323239
-2.32609558117195e-05,4.480846836791138,0.09429124987736925
-2.32509558117195e-05,4.48646219559933,0.1272480149421005
-2.32409558117195e-05,4.486792510823341,0.1249177386243943
-2.32309558117195e-05,4.519493718000456,0.127580911558917
-2.32209558117195e-05,4.529403174720795,0.1805114736325779
-2.32109558117195e-05,4.523457500688592,0.1152637367367443
-2.32009558117195e-05,4.569041001602126,0.1049439416154692
-2.31909558117195e-05,4.531385066064862,0.07498324610207152
-2.31809558117195e-05,4.538321685769098,0.1249177386243932
-2.31709558117195e-05,4.555498077417684,0.1165953232040062
-2.31609558117195e-05,4.59579653474704,0.1535468476705075
-2.31509558117195e-05,4.540964207561188,0.1249177386243932
-2.31409558117195e-05,4.564416588465988,0.09695442281189309
-2.31309558117195e-05,4.499014174111758,0.0879662141578752
-2.31209558117195e-05,4.50396890247193,0.1275809115589156
-2.31109558117195e-05,4.511235837400175,0.1245848420075777
-2.31009558117195e-05,4.576307936530394,0.1588731935395719
-2.30909558117195e-05,4.505290163367972,0.1335730506615956
-2.30809558117195e-05,4.544267359801273,0.09961759574641416
-2.30709558117195e-05,4.481177152015178,0.093625456643741
-2.30609558117195e-05,4.524118131136614,0.1185927029048991
-2.30509558117195e-05,4.545918935921358,0.1219216690730539
-2.30409558117195e-05,4.603393784899281,0.152881054436882
-2.30309558117195e-05,4.522466555016594,0.1282467047925592
-2.30209558117195e-05,4.555167762193673,0.09961759574641688
-2.30109558117195e-05,4.482498412911195,0.09129518032602996
-2.30009558117195e-05,4.480846836791138,0.1305769811102563
-2.29909558117195e-05,4.492407869631528,0.1212558758394272
-2.29809558117195e-05,4.528081913824749,0.1292453946429944
-2.29709558117195e-05,4.532706326960907,0.1811772668662089
-2.29609558117195e-05,4.528081913824749,0.1132663570358515
-2.29509558117195e-05,4.569371316826141,0.1039452517650045
-2.29409558117195e-05,4.532376011736896,0.07398455625162509
-2.29309558117195e-05,4.533697272632941,0.1242519453907622
-2.29209558117195e-05,4.551534294729549,0.1169282198208217
-2.29109558117195e-05,4.590181175938841,0.1542126409041434
-2.29009558117195e-05,4.533366957408956,0.1282467047925598
-2.28909558117195e-05,4.559131544881808,0.09595573296144666
